epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,928.901,1.65244,1.566,1.31581,0.39698,0.35897,0.3035,0.12175,2.20654,2.24459,1.77819,0.000693305,0.000693305,0.000693305
61,944.639,1.63121,1.48105,1.32439,0.32335,0.44872,0.29751,0.1218,2.23894,2.12529,1.80024,0.000676802,0.000676802,0.000676802
62,960.196,1.61761,1.55496,1.31913,0.43854,0.29487,0.30168,0.1226,2.18486,2.16466,1.75368,0.000660299,0.000660299,0.000660299
63,975.829,1.61386,1.52691,1.30728,0.57973,0.26923,0.32577,0.1384,2.15218,2.11908,1.72269,0.000643795,0.000643795,0.000643795
64,991.842,1.61655,1.50358,1.33446,0.32327,0.42308,0.335,0.13005,2.24533,2.05765,1.78096,0.000627292,0.000627292,0.000627292
65,1007.48,1.55723,1.41495,1.28587,0.33276,0.40239,0.28796,0.10741,2.28608,2.2328,1.85426,0.000610789,0.000610789,0.000610789
66,1023.35,1.60615,1.44535,1.32206,0.51756,0.39744,0.33433,0.12163,2.27581,2.23794,1.88772,0.000594286,0.000594286,0.000594286
67,1038.65,1.59917,1.42932,1.31179,0.3848,0.30769,0.25194,0.09593,2.39978,2.36887,1.93102,0.000577782,0.000577782,0.000577782
68,1054.15,1.56104,1.41939,1.29542,0.47701,0.37179,0.32843,0.11588,2.27024,2.18627,1.87457,0.000561279,0.000561279,0.000561279
69,1069.62,1.5618,1.35398,1.29619,0.38166,0.35897,0.30944,0.11104,2.29844,2.21305,1.84926,0.000544776,0.000544776,0.000544776
70,1085.44,1.55273,1.34646,1.2938,0.32066,0.37159,0.30088,0.12534,2.28244,2.13447,1.78347,0.000528272,0.000528272,0.000528272
71,1101.14,1.5518,1.37043,1.30312,0.39036,0.39844,0.31427,0.13266,2.19887,2.07195,1.72441,0.000511769,0.000511769,0.000511769
72,1116.91,1.50473,1.37234,1.26386,0.33993,0.42308,0.34736,0.12406,2.24724,2.18791,1.77618,0.000495266,0.000495266,0.000495266
73,1132.22,1.5157,1.33478,1.29046,0.4414,0.34615,0.33325,0.12148,2.292,2.1932,1.81617,0.000478762,0.000478762,0.000478762
74,1148.06,1.48362,1.36178,1.24839,0.35595,0.37519,0.31401,0.12456,2.2143,2.10782,1.73185,0.000462259,0.000462259,0.000462259
75,1163.67,1.50781,1.32012,1.26044,0.36342,0.41026,0.26843,0.10751,2.31366,2.20548,1.79581,0.000445756,0.000445756,0.000445756
76,1179.07,1.50672,1.30914,1.25621,0.44127,0.31332,0.26762,0.11041,2.24645,2.22269,1.76245,0.000429253,0.000429253,0.000429253
77,1194.76,1.48607,1.35838,1.28279,0.3593,0.40167,0.3034,0.1173,2.2585,2.1413,1.79309,0.000412749,0.000412749,0.000412749
78,1210.64,1.47806,1.24472,1.23483,0.43046,0.36178,0.33512,0.12806,2.2876,2.09119,1.80347,0.000396246,0.000396246,0.000396246
